year,month,variable,value
1975,4,COD,23.51395349
1975,5,COD,23.20284238
1975,6,COD,22.0881137
1975,7,COD,21.75968992
1975,8,COD,22.20206718
1975,9,COD,23.10232558
1975,10,COD,23.24832041
1975,11,COD,23.07932817
1975,12,COD,22.6503876
1976,1,COD,22.96098191
1976,2,COD,22.61447028
1976,3,COD,23.08087855
1976,4,COD,23.01627907
1976,5,COD,22.75374677
1976,6,COD,21.81834625
1976,7,COD,21.61860465
1976,8,COD,22.13126615
1976,9,COD,23.63178295
1976,10,COD,23.674677
1976,11,COD,23.05813953
1976,12,COD,23.14108527
1977,1,COD,23.09095607
1977,2,COD,23.34599483
1977,3,COD,23.54211886
1977,4,COD,23.41111111
1977,5,COD,23.50594315
1977,6,COD,22.31395349
1977,7,COD,22.27157623
1977,8,COD,22.77080103
1977,9,COD,24.07881137
1977,10,COD,24.21162791
1977,11,COD,23.16847545
1977,12,COD,23.07131783
1978,1,COD,23.41085271
1978,2,COD,23.63488372
1978,3,COD,23.53462532
1978,4,COD,23.22764858
1978,5,COD,23.09328165
1978,6,COD,21.86718346
1978,7,COD,21.76072351
1978,8,COD,22.92325581
1978,9,COD,23.63591731
1978,10,COD,23.72764858
1978,11,COD,22.74392765
1978,12,COD,22.91007752
1979,1,COD,23.33565891
1979,2,COD,23.38682171
1979,3,COD,23.69741602
1979,4,COD,23.61937984
1979,5,COD,23.34470284
1979,6,COD,22.06950904
1979,7,COD,22.07131783
1979,8,COD,22.97131783
1979,9,COD,24.17958656
1979,10,COD,24.20878553
1979,11,COD,23.32919897
1979,12,COD,22.93204134
1980,1,COD,23.47183463
1980,2,COD,23.7126615
1980,3,COD,23.65529716
1980,4,COD,23.83901809
1980,5,COD,23.34341085
1980,6,COD,22.02196382
1980,7,COD,21.92144703
1980,8,COD,22.78217054
1980,9,COD,23.74547804
1980,10,COD,23.61550388
1980,11,COD,23.1744186
1980,12,COD,22.83152455
1981,1,COD,23.78087855
1981,2,COD,23.92661499
1981,3,COD,23.9870801
1981,4,COD,23.4126615
1981,5,COD,22.88165375
1981,6,COD,21.98863049
1981,7,COD,21.74186047
1981,8,COD,23.07803618
1981,9,COD,23.38992248
1981,10,COD,23.16925065
1981,11,COD,23.24005168
1981,12,COD,23.33850129
1982,1,COD,23.74444444
1982,2,COD,23.66485788
1982,3,COD,23.90465116
1982,4,COD,23.81937984
1982,5,COD,23.26175711
1982,6,COD,22.51886305
1982,7,COD,22.10775194
1982,8,COD,22.44211886
1982,9,COD,23.65322997
1982,10,COD,22.80413437
1982,11,COD,22.59767442
1982,12,COD,23.31576227
1983,1,COD,23.81834625
1983,2,COD,24.22377261
1983,3,COD,24.85348837
1983,4,COD,24.90775194
1983,5,COD,24.13126615
1983,6,COD,23
1983,7,COD,23.76356589
1983,8,COD,22.70516796
1983,9,COD,24.29302326
1983,10,COD,23.35736434
1983,11,COD,23.04806202
1983,12,COD,23.06640827
1984,1,COD,23.08863049
1984,2,COD,23.72635659
1984,3,COD,24.20723514
1984,4,COD,23.58992248
1984,5,COD,23.85736434
1984,6,COD,23.03229974
1984,7,COD,22.54263566
1984,8,COD,22.8005168
1984,9,COD,24.36356589
1984,10,COD,24.17338501
1984,11,COD,20.44082687
1984,12,COD,22.94444444
1985,1,COD,23.89379845
1985,2,COD,23.78527132
1985,3,COD,23.78217054
1985,4,COD,23.38423773
1985,5,COD,23.28397933
1985,6,COD,22.20749354
1985,7,COD,22.31421189
1985,8,COD,23.65426357
1985,9,COD,24.54728682
1985,10,COD,24.08242894
1985,11,COD,22.67312661
1985,12,COD,23.17777778
1986,1,COD,23.75374677
1986,2,COD,24.10723514
1986,3,COD,23.44392765
1986,4,COD,24.44883721
1986,5,COD,23.6870801
1986,6,COD,23.1622739
1986,7,COD,22.26666667
1986,8,COD,23.28630491
1986,9,COD,23.74082687
1986,10,COD,23.30465116
1986,11,COD,22.89250646
1986,12,COD,22.96072351
1987,1,COD,23.49095607
1987,2,COD,24.04031008
1987,3,COD,24.02997416
1987,4,COD,24.01731266
1987,5,COD,24.00258398
1987,6,COD,22.78449612
1987,7,COD,22.86511628
1987,8,COD,23.4630491
1987,9,COD,23.96149871
1987,10,COD,24.03152455
1987,11,COD,23.28527132
1987,12,COD,24.02739018
1988,1,COD,24.46718346
1988,2,COD,24.77751938
1988,3,COD,24.13229974
1988,4,COD,24.60361757
1988,5,COD,24.44754522
1988,6,COD,23.39328165
1988,7,COD,23.18966408
1988,8,COD,23.7994832
1988,9,COD,23.64780362
1988,10,COD,23.22170543
1988,11,COD,23.7126615
1988,12,COD,23.34082687
1989,1,COD,23.13074935
1989,2,COD,23.59689922
1989,3,COD,23.88630491
1989,4,COD,24.1124031
1989,5,COD,23.45839793
1989,6,COD,22.95943152
1989,7,COD,22.32428941
1989,8,COD,23.23152455
1989,9,COD,23.33410853
1989,10,COD,23.1129199
1989,11,COD,22.88604651
1989,12,COD,23.40956072
1990,1,COD,23.89276486
1990,2,COD,23.94547804
1990,3,COD,24.04444444
1990,4,COD,24.36330749
1990,5,COD,24.20878553
1990,6,COD,23.77751938
1990,7,COD,22.73565891
1990,8,COD,23.18914729
1990,9,COD,23.39457364
1990,10,COD,23.67751938
1990,11,COD,24.174677
1990,12,COD,23.68294574
1991,1,COD,23.68578811
1991,2,COD,24.06511628
1991,3,COD,24.53850129
1991,4,COD,23.89043928
1991,5,COD,23.78113695
1991,6,COD,22.88552972
1991,7,COD,22.29276486
1991,8,COD,22.90361757
1991,9,COD,24.18992248
1991,10,COD,23.53591731
1991,11,COD,23.20568475
1991,12,COD,23.58527132
1992,1,COD,23.8751938
1992,2,COD,23.7503876
1992,3,COD,24.74134367
1992,4,COD,24.69354005
1992,5,COD,24.20671835
1992,6,COD,22.75271318
1992,7,COD,22.76589147
1992,8,COD,23.01576227
1992,9,COD,23.62687339
1992,10,COD,23.79121447
1992,11,COD,22.88346253
1992,12,COD,23.12377261
1993,1,COD,22.81498708
1993,2,COD,22.87209302
1993,3,COD,23.10284238
1993,4,COD,23.35865633
1993,5,COD,22.83359173
1993,6,COD,22.94444444
1993,7,COD,23.02118863
1993,8,COD,23.74832041
1993,9,COD,24.32945736
1993,10,COD,23.98940568
1993,11,COD,23.03178295
1993,12,COD,24.23850129
1994,1,COD,23.91472868
1994,2,COD,23.0994832
1994,3,COD,24.68552972
1994,4,COD,24.28062016
1994,5,COD,24.09534884
1994,6,COD,22.68036176
1994,7,COD,22.58087855
1994,8,COD,23.96899225
1994,9,COD,24.96718346
1994,10,COD,23.62713178
1994,11,COD,23.96692506
1994,12,COD,24.06124031
1995,1,COD,23.70387597
1995,2,COD,23.53333333
1995,3,COD,24.49664083
1995,4,COD,24.40465116
1995,5,COD,23.79715762
1995,6,COD,23.36149871
1995,7,COD,22.78966408
1995,8,COD,24.49457364
1995,9,COD,23.73410853
1995,10,COD,24.16072351
1995,11,COD,24.12971576
1995,12,COD,23.13514212
1996,1,COD,23.38087855
1996,2,COD,23.94521964
1996,3,COD,23.42868217
1996,4,COD,23.63178295
1996,5,COD,23.56175711
1996,6,COD,22.02713178
1996,7,COD,22.14728682
1996,8,COD,23.55839793
1996,9,COD,24.15452196
1996,10,COD,24.20697674
1996,11,COD,24.02093023
1996,12,COD,23.58863049
1997,1,COD,23.34909561
1997,2,COD,23.54031008
1997,3,COD,24.0121447
1997,4,COD,23.40878553
1997,5,COD,23.15452196
1997,6,COD,23.45762274
1997,7,COD,22.50749354
1997,8,COD,24.04366925
1997,9,COD,25.10852713
1997,10,COD,24.08837209
1997,11,COD,23.5255814
1997,12,COD,23.09793282
1998,1,COD,23.96770026
1998,2,COD,24.32661499
1998,3,COD,24.77054264
1998,4,COD,24.72067183
1998,5,COD,24.24005168
1998,6,COD,23.14056848
1998,7,COD,22.64573643
1998,8,COD,23.57183463
1998,9,COD,23.89147287
1998,10,COD,23.83100775
1998,11,COD,23.91395349
1998,12,COD,23.44237726
1999,1,COD,23.06563307
1999,2,COD,23.47235142
1999,3,COD,22.96408269
1999,4,COD,23.16821705
1999,5,COD,23.15917313
1999,6,COD,22.39328165
1999,7,COD,22.21912145
1999,8,COD,22.59405685
1999,9,COD,22.82971576
1999,10,COD,23.41679587
1999,11,COD,23.15633075
1999,12,COD,23.73565891
2000,1,COD,23.27881137
2000,2,COD,23.1496124
2000,3,COD,23.64702842
2000,4,COD,23.97390181
2000,5,COD,23.81085271
2000,6,COD,23.06356589
2000,7,COD,22.18630491
2000,8,COD,23.0744186
2000,9,COD,24.09896641
2000,10,COD,24.12273902
2000,11,COD,23.67674419
2000,12,COD,23.36770026
2001,1,COD,22.75684755
2001,2,COD,23.61085271
2001,3,COD,23.63281654
2001,4,COD,23.82661499
2001,5,COD,24.1620155
2001,6,COD,22.67571059
2001,7,COD,22.24857881
2001,8,COD,23.5627907
2001,9,COD,24.2749354
2001,10,COD,24.33540052
2001,11,COD,24.40878553
2001,12,COD,23.95297158
2002,1,COD,23.57855297
2002,2,COD,24.52609819
2002,3,COD,23.94108527
2002,4,COD,24.13126615
2002,5,COD,23.8622739
2002,6,COD,22.69276486
2002,7,COD,23.1870801
2002,8,COD,23.3997416
2002,9,COD,24.02144703
2002,10,COD,23.9002584
2002,11,COD,23.50439276
2002,12,COD,23.18578811
2003,1,COD,23.54366925
2003,2,COD,23.75116279
2003,3,COD,23.89664083
2003,4,COD,23.80077519
2003,5,COD,23.71912145
2003,6,COD,22.86382429
2003,7,COD,22.37209302
2003,8,COD,23.09069767
2003,9,COD,24.23953488
2003,10,COD,24.32377261
2003,11,COD,24.18268734
2003,12,COD,23.55607235
2004,1,COD,23.73875969
2004,2,COD,23.55116279
2004,3,COD,24.2374677
2004,4,COD,23.68010336
2004,5,COD,23.61447028
2004,6,COD,22.92170543
2004,7,COD,23.09638243
2004,8,COD,24.00465116
2004,9,COD,24.02015504
2004,10,COD,24.5005168
2004,11,COD,23.82428941
2004,12,COD,23.50568475
2005,1,COD,24.09638243
2005,2,COD,25.29612403
2005,3,COD,25.10490956
2005,4,COD,24.44392765
2005,5,COD,24.31782946
2005,6,COD,23.32661499
2005,7,COD,23.19560724
2005,8,COD,23.98268734
2005,9,COD,24.62351421
2005,10,COD,24.76356589
2005,11,COD,24.20568475
2005,12,COD,24.08372093
2006,1,COD,23.70671835
2006,2,COD,24.18863049
2006,3,COD,24.09715762
2006,4,COD,23.55658915
2006,5,COD,23.45917313
2006,6,COD,23.0501292
2006,7,COD,22.69198966
2006,8,COD,23.49018088
2006,9,COD,24.33204134
2006,10,COD,24.91834625
2006,11,COD,23.31989664
2006,12,COD,22.85219638
2007,1,COD,23.06434109
2007,2,COD,23.17958656
2007,3,COD,23.96976744
2007,4,COD,23.75219638
2007,5,COD,23.67364341
2007,6,COD,21.84832041
2007,7,COD,22.26485788
2007,8,COD,22.85271318
2007,9,COD,23.80284238
2007,10,COD,23.70413437
2007,11,COD,22.9002584
2007,12,COD,22.43565891
2008,1,COD,22.80413437
2008,2,COD,23.12351421
2008,3,COD,23.26821705
2008,4,COD,23.78682171
2008,5,COD,23.74289406
2008,6,COD,22.23023256
2008,7,COD,21.90258398
2008,8,COD,22.71576227
2008,9,COD,24.0002584
2008,10,COD,23.66434109
2008,11,COD,23.10180879
2008,12,COD,23.50206718
2009,1,COD,23.08578811
2009,2,COD,23.44935401
2009,3,COD,23.68475452
2009,4,COD,23.21395349
2009,5,COD,23.50878553
2009,6,COD,22.99198966
2009,7,COD,21.67596899
2009,8,COD,23.20542636
2009,9,COD,24.56950904
2009,10,COD,23.98062016
2009,11,COD,23.05245478
2009,12,COD,23.03669251
2010,1,COD,23.6751938
2010,2,COD,24.69328165
2010,3,COD,25.38837209
2010,4,COD,25.42687339
2010,5,COD,25.41162791
2010,6,COD,24.03255814
2010,7,COD,23.80490956
2010,8,COD,24.42222222
2010,9,COD,24.75116279
2010,10,COD,25.70206718
2010,11,COD,24.20930233
2010,12,COD,23.7369509
2011,1,COD,23.68346253
2011,2,COD,24.00749354
2011,3,COD,23.64625323
2011,4,COD,23.71369509
2011,5,COD,23.32919897
2011,6,COD,23.04883721
2011,7,COD,22.52041344
2011,8,COD,23.34211886
2011,9,COD,23.99819121
2011,10,COD,23.73281654
2011,11,COD,22.94909561
2011,12,COD,22.90749354
2012,1,COD,23.34521964
2012,2,COD,23.03875969
2012,3,COD,23.72842377
2012,4,COD,23.09560724
2012,5,COD,23.18682171
2012,6,COD,22.53953488
2012,7,COD,21.87726098
2012,8,COD,22.74237726
2012,9,COD,23.81421189
2012,10,COD,23.70155039
2012,11,COD,23.23281654
2012,12,COD,22.79509044
2013,1,COD,23.38837209
2013,2,COD,23.64392765
2013,3,COD,23.62739018
2013,4,COD,23.58578811
2013,5,COD,23.62868217
2013,6,COD,22.21421189
2013,7,COD,22.64470284
2013,8,COD,23.24160207
2013,9,COD,24.2630491
2013,10,COD,23.62273902
2013,11,COD,23.04702842
2013,12,COD,23.11757106
1960,1,COG,24.73518519
1960,2,COG,24.83703704
1960,3,COG,25.3
1960,4,COG,25.4
1960,5,COG,24.72962963
1960,6,COG,23.57962963
1960,7,COG,22.86111111
1960,8,COG,23.50185185
1960,9,COG,23.82777778
1960,10,COG,24.72592593
1960,11,COG,24.74259259
1960,12,COG,24.87777778
1961,1,COG,24.60740741
1961,2,COG,24.49259259
1961,3,COG,25.32777778
1961,4,COG,25.4962963
1961,5,COG,25.05
1961,6,COG,22.90555556
1961,7,COG,22.34259259
1961,8,COG,22.45740741
1961,9,COG,23.56296296
1961,10,COG,24.22222222
1961,11,COG,24.13703704
1961,12,COG,24.4462963
1962,1,COG,24.45555556
1962,2,COG,24.88888889
1962,3,COG,25.27407407
1962,4,COG,25.52407407
1962,5,COG,25.19259259
1962,6,COG,23.33148148
1962,7,COG,22.60740741
1962,8,COG,22.95
1962,9,COG,23.73333333
1962,10,COG,24.47592593
1962,11,COG,24.66111111
1962,12,COG,24.46481481
1963,1,COG,24.23333333
1963,2,COG,24.95
1963,3,COG,25.22037037
1963,4,COG,25.2037037
1963,5,COG,25.09814815
1963,6,COG,24.23888889
1963,7,COG,23.05925926
1963,8,COG,23.46111111
1963,9,COG,24.34074074
1963,10,COG,24.65740741
1963,11,COG,24.3537037
1963,12,COG,24.59444444
1964,1,COG,25.20555556
1964,2,COG,25.29074074
1964,3,COG,25.67037037
1964,4,COG,25.24074074
1964,5,COG,25.01481481
1964,6,COG,23.19074074
1964,7,COG,22.21666667
1964,8,COG,22.51481481
1964,9,COG,23.38888889
1964,10,COG,23.93148148
1964,11,COG,24.19814815
1964,12,COG,23.92592593
1965,1,COG,24.36666667
1965,2,COG,24.68888889
1965,3,COG,25.05740741
1965,4,COG,25.07777778
1965,5,COG,24.89074074
1965,6,COG,23.72777778
1965,7,COG,22.56481481
1965,8,COG,23.02777778
1965,9,COG,23.65740741
1965,10,COG,24.36851852
1965,11,COG,24.37037037
1965,12,COG,24.13518519
1966,1,COG,24.78333333
1966,2,COG,24.91666667
1966,3,COG,25.65740741
1966,4,COG,25.33703704
1966,5,COG,25.29444444
1966,6,COG,24.22592593
1966,7,COG,22.93703704
1966,8,COG,23.50555556
1966,9,COG,23.66666667
1966,10,COG,24.45
1966,11,COG,24.57962963
1966,12,COG,24.38888889
1967,1,COG,24.56666667
1967,2,COG,25.3537037
1967,3,COG,24.98888889
1967,4,COG,25.54259259
1967,5,COG,24.90185185
1967,6,COG,23.6462963
1967,7,COG,21.91111111
1967,8,COG,22.76111111
1967,9,COG,23.3537037
1967,10,COG,24.43333333
1967,11,COG,24.41666667
1967,12,COG,24.54074074
1968,1,COG,24.37037037
1968,2,COG,25.00555556
1968,3,COG,25.03888889
1968,4,COG,25.41111111
1968,5,COG,24.63518519
1968,6,COG,23.34074074
1968,7,COG,22.69814815
1968,8,COG,23.53703704
1968,9,COG,23.66296296
1968,10,COG,24.37222222
1968,11,COG,24.4537037
1968,12,COG,24.40925926
1969,1,COG,24.42037037
1969,2,COG,25.56851852
1969,3,COG,26.10555556
1969,4,COG,25.71481481
1969,5,COG,25.32592593
1969,6,COG,23.66851852
1969,7,COG,22.52962963
1969,8,COG,23.18148148
1969,9,COG,23.92407407
1969,10,COG,24.52592593
1969,11,COG,24.48703704
1969,12,COG,24.55740741
1970,1,COG,24.73518519
1970,2,COG,25.6962963
1970,3,COG,25.67407407
1970,4,COG,25.83888889
1970,5,COG,25.14259259
1970,6,COG,23.63333333
1970,7,COG,22.65185185
1970,8,COG,23.32407407
1970,9,COG,23.96111111
1970,10,COG,24.58703704
1970,11,COG,24.31296296
1970,12,COG,24.41851852
1971,1,COG,24.34444444
1971,2,COG,24.82037037
1971,3,COG,25.03703704
1971,4,COG,25.11111111
1971,5,COG,24.71851852
1971,6,COG,23.79259259
1971,7,COG,22.58703704
1971,8,COG,22.67777778
1971,9,COG,23.5037037
1971,10,COG,24.16296296
1971,11,COG,23.97777778
1971,12,COG,23.54074074
1972,1,COG,24.53888889
1972,2,COG,24.85740741
1972,3,COG,25.0537037
1972,4,COG,24.72962963
1972,5,COG,25.15555556
1972,6,COG,22.91481481
1972,7,COG,22.76481481
1972,8,COG,23.13518519
1972,9,COG,23.93148148
1972,10,COG,24.27222222
1972,11,COG,24.36666667
1972,12,COG,24.87962963
1973,1,COG,25.24814815
1973,2,COG,26.09259259
1973,3,COG,26.0462963
1973,4,COG,25.41296296
1973,5,COG,24.70555556
1973,6,COG,23.70740741
1973,7,COG,23.1462963
1973,8,COG,23.18148148
1973,9,COG,24.01666667
1973,10,COG,24.54814815
1973,11,COG,24.48888889
1973,12,COG,24.05925926
1974,1,COG,23.97777778
1974,2,COG,24.67962963
1974,3,COG,24.92222222
1974,4,COG,25.02592593
1974,5,COG,24.61851852
1974,6,COG,23.52037037
1974,7,COG,22.51851852
1974,8,COG,22.97222222
1974,9,COG,23.46481481
1974,10,COG,24.17222222
1974,11,COG,23.76666667
1974,12,COG,23.56851852
1975,1,COG,24.18518519
1975,2,COG,24.79074074
1975,3,COG,25.39074074
1975,4,COG,25.45925926
1975,5,COG,24.93703704
1975,6,COG,23.62037037
1975,7,COG,22.6
1975,8,COG,22.92962963
1975,9,COG,23.72777778
1975,10,COG,24.03888889
1975,11,COG,23.97962963
1975,12,COG,23.85
1976,1,COG,24.12777778
1976,2,COG,24.11851852
1976,3,COG,24.78333333
1976,4,COG,24.82037037
1976,5,COG,24.49074074
1976,6,COG,22.8537037
1976,7,COG,21.89074074
1976,8,COG,22.44814815
1976,9,COG,23.83518519
1976,10,COG,23.98148148
1976,11,COG,23.86666667
1976,12,COG,23.87407407
1977,1,COG,24.58518519
1977,2,COG,25.11296296
1977,3,COG,25.30185185
1977,4,COG,25.49814815
1977,5,COG,24.92962963
1977,6,COG,23.1037037
1977,7,COG,22.57777778
1977,8,COG,23.35
1977,9,COG,24.11666667
1977,10,COG,24.33148148
1977,11,COG,24.36481481
1977,12,COG,24.29814815
1978,1,COG,24.50925926
1978,2,COG,25.27407407
1978,3,COG,25.3962963
1978,4,COG,24.85
1978,5,COG,24.37407407
1978,6,COG,22.91111111
1978,7,COG,22.16851852
1978,8,COG,23.15555556
1978,9,COG,23.8
1978,10,COG,24.29444444
1978,11,COG,24.02407407
1978,12,COG,24.48888889
1979,1,COG,24.94074074
1979,2,COG,25.15740741
1979,3,COG,25.67592593
1979,4,COG,25.5537037
1979,5,COG,25.20740741
1979,6,COG,23.73518519
1979,7,COG,22.77962963
1979,8,COG,23.53888889
1979,9,COG,24.33703704
1979,10,COG,24.92037037
1979,11,COG,24.82592593
1979,12,COG,24.73148148
1980,1,COG,25.03888889
1980,2,COG,25.3037037
1980,3,COG,25.63888889
1980,4,COG,25.71666667
1980,5,COG,24.98518519
1980,6,COG,23.33703704
1980,7,COG,22.43518519
1980,8,COG,23.0037037
1980,9,COG,24.1962963
1980,10,COG,24.45925926
1980,11,COG,24.60185185
1980,12,COG,24.54074074
1981,1,COG,24.66666667
1981,2,COG,25.47777778
1981,3,COG,25.29814815
1981,4,COG,25.70925926
1981,5,COG,24.77407407
1981,6,COG,23.6537037
1981,7,COG,22.69259259
1981,8,COG,23.29814815
1981,9,COG,24.25740741
1981,10,COG,24.60740741
1981,11,COG,24.31296296
1981,12,COG,24.51851852
1982,1,COG,24.83148148
1982,2,COG,24.84074074
1982,3,COG,25.62037037
1982,4,COG,25.30925926
1982,5,COG,24.36666667
1982,6,COG,22.88518519
1982,7,COG,22.3962963
1982,8,COG,23.05925926
1982,9,COG,23.53888889
1982,10,COG,24.1462963
1982,11,COG,24.48703704
1982,12,COG,24.98518519
1983,1,COG,25.4537037
1983,2,COG,26.00185185
1983,3,COG,26.41851852
1983,4,COG,26.31666667
1983,5,COG,25.20740741
1983,6,COG,23.10740741
1983,7,COG,22.59814815
1983,8,COG,23.00185185
1983,9,COG,24.34444444
1983,10,COG,24.5462963
1983,11,COG,24.70555556
1983,12,COG,24.55185185
1984,1,COG,24.71851852
1984,2,COG,25.41111111
1984,3,COG,25.48148148
1984,4,COG,25.52592593
1984,5,COG,25.22407407
1984,6,COG,24.39259259
1984,7,COG,22.78888889
1984,8,COG,23.54074074
1984,9,COG,24.25555556
1984,10,COG,24.97962963
1984,11,COG,24.37222222
1984,12,COG,24.42037037
1985,1,COG,24.75185185
1985,2,COG,25.1962963
1985,3,COG,25.64444444
1985,4,COG,25.25
1985,5,COG,24.62592593
1985,6,COG,23.47777778
1985,7,COG,22.61666667
1985,8,COG,23.23148148
1985,9,COG,24.02037037
1985,10,COG,24.52222222
1985,11,COG,24.38148148
1985,12,COG,24.52407407
1986,1,COG,24.85185185
1986,2,COG,25.07962963
1986,3,COG,24.80740741
1986,4,COG,25.47962963
1986,5,COG,25.33333333
1986,6,COG,23.76481481
1986,7,COG,22.70740741
1986,8,COG,23.31481481
1986,9,COG,24.0037037
1986,10,COG,24.26666667
1986,11,COG,24.70185185
1986,12,COG,24.45925926
1987,1,COG,25.32222222
1987,2,COG,25.16666667
1987,3,COG,25.93148148
1987,4,COG,25.93518519
1987,5,COG,25.7
1987,6,COG,24.36481481
1987,7,COG,23.41666667
1987,8,COG,23.68888889
1987,9,COG,24.35555556
1987,10,COG,25.02592593
1987,11,COG,25.01296296
1987,12,COG,25.30555556
1988,1,COG,25.27222222
1988,2,COG,25.87777778
1988,3,COG,26.02962963
1988,4,COG,25.74814815
1988,5,COG,25.55185185
1988,6,COG,24.20555556
1988,7,COG,23.0537037
1988,8,COG,23.90740741
1988,9,COG,24.1462963
1988,10,COG,24.63148148
1988,11,COG,24.35555556
1988,12,COG,24.0962963
1989,1,COG,24.28888889
1989,2,COG,25.03888889
1989,3,COG,25.0537037
1989,4,COG,25.67962963
1989,5,COG,24.6037037
1989,6,COG,24.07592593
1989,7,COG,22.84814815
1989,8,COG,23.85925926
1989,9,COG,24.05
1989,10,COG,24.48888889
1989,11,COG,24.72407407
1989,12,COG,24.95925926
1990,1,COG,25.10740741
1990,2,COG,25.69259259
1990,3,COG,25.72962963
1990,4,COG,25.6962963
1990,5,COG,24.93703704
1990,6,COG,23.87037037
1990,7,COG,22.62592593
1990,8,COG,23.17407407
1990,9,COG,23.81481481
1990,10,COG,24.70925926
1990,11,COG,24.63703704
1990,12,COG,24.73518519
1991,1,COG,24.58518519
1991,2,COG,25.4537037
1991,3,COG,25.97962963
1991,4,COG,25.53703704
1991,5,COG,25.32407407
1991,6,COG,24.17407407
1991,7,COG,23.01851852
1991,8,COG,23.41481481
1991,9,COG,24.14444444
1991,10,COG,24.28333333
1991,11,COG,24.67962963
1991,12,COG,24.67037037
1992,1,COG,24.56851852
1992,2,COG,25.28148148
1992,3,COG,25.99259259
1992,4,COG,25.87962963
1992,5,COG,24.77222222
1992,6,COG,23.04259259
1992,7,COG,22.22777778
1992,8,COG,22.94074074
1992,9,COG,24.03333333
1992,10,COG,24.57592593
1992,11,COG,24.51296296
1992,12,COG,24.47592593
1993,1,COG,24.82962963
1993,2,COG,25.0962963
1993,3,COG,25.34444444
1993,4,COG,25.34074074
1993,5,COG,25.04259259
1993,6,COG,23.71296296
1993,7,COG,22.9537037
1993,8,COG,23.44074074
1993,9,COG,23.82777778
1993,10,COG,24.62962963
1993,11,COG,24.58148148
1993,12,COG,24.88703704
1994,1,COG,25.07222222
1994,2,COG,25.72592593
1994,3,COG,25.72592593
1994,4,COG,25.52962963
1994,5,COG,24.82037037
1994,6,COG,23.4962963
1994,7,COG,23.00185185
1994,8,COG,23.6962963
1994,9,COG,24.30555556
1994,10,COG,24.3462963
1994,11,COG,24.5537037
1994,12,COG,24.73888889
1995,1,COG,25.22037037
1995,2,COG,25.10740741
1995,3,COG,25.53888889
1995,4,COG,25.81481481
1995,5,COG,25.31296296
1995,6,COG,23.95925926
1995,7,COG,23.45185185
1995,8,COG,24.01851852
1995,9,COG,24.22407407
1995,10,COG,25.00925926
1995,11,COG,24.98703704
1995,12,COG,24.70925926
1996,1,COG,24.63148148
1996,2,COG,25.07592593
1996,3,COG,25.28333333
1996,4,COG,25.59259259
1996,5,COG,25.0462963
1996,6,COG,23.66296296
1996,7,COG,22.86666667
1996,8,COG,23.8537037
1996,9,COG,24.37407407
1996,10,COG,24.64259259
1996,11,COG,24.3037037
1996,12,COG,24.47777778
1997,1,COG,24.94259259
1997,2,COG,25.46666667
1997,3,COG,25.63333333
1997,4,COG,25.52407407
1997,5,COG,24.81111111
1997,6,COG,23.51851852
1997,7,COG,23.17777778
1997,8,COG,24.35185185
1997,9,COG,24.78333333
1997,10,COG,24.85
1997,11,COG,25.21851852
1997,12,COG,24.95555556
1998,1,COG,25.8037037
1998,2,COG,27.0962963
1998,3,COG,26.72407407
1998,4,COG,27.11851852
1998,5,COG,26.30925926
1998,6,COG,24.96296296
1998,7,COG,24.08333333
1998,8,COG,24.20185185
1998,9,COG,24.99259259
1998,10,COG,25.27407407
1998,11,COG,25.55925926
1998,12,COG,25.19444444
1999,1,COG,25.25555556
1999,2,COG,25.48148148
1999,3,COG,26.0037037
1999,4,COG,25.86666667
1999,5,COG,25.29444444
1999,6,COG,24.42037037
1999,7,COG,23.92777778
1999,8,COG,23.79814815
1999,9,COG,24.22962963
1999,10,COG,24.71296296
1999,11,COG,24.93518519
1999,12,COG,25.03888889
2000,1,COG,25.06296296
2000,2,COG,25.08333333
2000,3,COG,25.87962963
2000,4,COG,25.85185185
2000,5,COG,25.36296296
2000,6,COG,23.87407407
2000,7,COG,22.99444444
2000,8,COG,23.22037037
2000,9,COG,23.98703704
2000,10,COG,24.67962963
2000,11,COG,25.11666667
2000,12,COG,24.42037037
2001,1,COG,24.41296296
2001,2,COG,24.97037037
2001,3,COG,25.65555556
2001,4,COG,25.7037037
2001,5,COG,25.44074074
2001,6,COG,24.41111111
2001,7,COG,23.45555556
2001,8,COG,23.57407407
2001,9,COG,24.13518519
2001,10,COG,24.27962963
2001,11,COG,24.73703704
2001,12,COG,24.90185185
2002,1,COG,24.94259259
2002,2,COG,25.52592593
2002,3,COG,25.61111111
2002,4,COG,25.77592593
2002,5,COG,25.93518519
2002,6,COG,24.46851852
2002,7,COG,23.48888889
2002,8,COG,23.71296296
2002,9,COG,24.06666667
2002,10,COG,24.16666667
2002,11,COG,24.46111111
2002,12,COG,24.66851852
2003,1,COG,24.79074074
2003,2,COG,25.36111111
2003,3,COG,25.36666667
2003,4,COG,25.51111111
2003,5,COG,25.43148148
2003,6,COG,23.92962963
2003,7,COG,23.89444444
2003,8,COG,24.33888889
2003,9,COG,24.42407407
2003,10,COG,24.45740741
2003,11,COG,24.91851852
2003,12,COG,24.68333333
2004,1,COG,25.2
2004,2,COG,25.04444444
2004,3,COG,25.87777778
2004,4,COG,25.49814815
2004,5,COG,25.15740741
2004,6,COG,23.41111111
2004,7,COG,23.1537037
2004,8,COG,24.43888889
2004,9,COG,24.32037037
